Amplifier,Lamp1,Lamp2,Monitor1,Monitor2,Multimediacenter,PC-Desktop1,PC-Desktop2,PC-Laptop2,Subwoofer,TV-LCD1,TV-LCD2,USBHarddrive,USBHub,VideoProjector
43,0,0,39.68,0,0,120.71,90.22,19.1,0,0,0,0,0,0
43,0,0,39.19,0,0,114.28,90.07,24.62,0,0,0,0,0,0
43,0,0,39.2,0,0,102.94,90.1,19.91,0,0,0,0,0,0
43,0,0,40.35,0,0,111.83,90.07,19.9,0,0,0,0,0,0
43,0,0,40.32,0,0,122.21,90.39,19.76,0,0,0,0,0,0
43,0,0,38.96,0,0,111.22,94.37,20.81,0,0,0,0,0,0
43,0,0,38.18,0,0,108.71,93.45,20.43,0,0,0,0,0,0
43,0,0,39.39,0,0,115.17,91.95,20.71,0,0,0,0,0,0
43,0,0,38.7,0,0,108.39,92.46,20.43,0,0,0,0,0,0
43,0,0,38.62,0,0,108.1,91.49,21,0,0,0,0,0,0
43,0,0,38.64,0,0,109.29,91.05,21,0,0,0,0,0,0
43,0,0,38,0,0,107.15,90.9,20.91,0,0,0,0,0,0
43,0,0,38,0,0,105.73,90.87,20.5,0,0,0,0,0,0
43,0,0,38,0,0,105.99,91.17,20.55,0,0,0,0,0,0
43,0,0,38,0,0,107.08,90.93,19.77,0,0,0,0,0,0
43,0,0,38,0,0,109.68,90.89,19,0,0,0,0,0,0
43,0,0,38,0,0,108.21,90.74,18.9,0,0,0,0,0,0
43,0,0,38.11,0,0,109.53,90,19,0,0,0,0,0,0
43,0,0,38,0,0,110.13,90.32,18.8,0,0,0,0,0,0
43,0,0,38.18,0,0,110.35,90.02,18.9,0,0,0,0,0,0
43,0,0,38.26,0,0,107.91,90,19,0,0,0,0,0,0
43,0,0,38,0,0,121.31,90.07,19,0,0,0,0,0,0
43,0,0,38,0,0,116.44,90.05,18.9,0,0,0,0,0,0
43,0,0,38,0,0,113.86,90.36,19,0,0,0,0,0,0
43,0,0,38,0,0,106.45,90.12,19,0,0,0,0,0,0
43,0,0,38,0,0,108.16,90.08,19,0,0,0,0,0,0
43,0,0,38.21,0,0,114.15,90.21,19,0,0,0,0,0,0
43,0,0,38.3,0,0,108.55,90.2,19,0,0,0,0,0,0
43,0,0,38,0,0,109.27,90.27,19,0,0,0,0,0,0
43,0,0,38.38,0,0,107.75,90.05,19,0,0,0,0,0,0
43,0,0,38,0,0,114.73,90.33,18.9,0,0,0,0,0,0
43,0,0,38,0,0,108.72,90.17,19,0,0,0,0,0,0
43,0,0,38,0,0,105.87,90.28,18.82,0,0,0,0,0,0
43,0,0,38,0,0,109.7,90.22,19,0,0,0,0,0,0
43,0,0,38,0,0,116.71,90.17,18.9,0,0,0,0,0,0
43,0,0,38,0,0,119.96,90.2,19,0,0,0,0,0,0
43,0,0,38,0,0,118.76,90.54,19.52,0,0,0,0,0,0
43,0,0,38,0,0,119.35,90.24,19,0,0,0,0,0,0
43,0,0,38,0,0,120.37,90.41,19,0,0,0,0,0,0
43,0,0,11.55,0,0,118.72,90.24,19,0,0,0,0,0,0
43,0,0,18.26,0,0,116.04,90.43,19,0,0,0,0,0,0
43,0,0,39.05,0,0,109.84,90.12,19,0,0,0,0,0,0
43,0,0,38,0,0,110.23,90.34,20.15,0,0,0,0,0,0
43,0,0,38,0,0,108.33,90.24,19,0,0,0,0,0,0
43,0,0,38,0,0,110.96,90.24,19,0,0,0,0,0,0
43,0,0,38,0,0,107.39,90.19,19,0,0,0,0,0,0
43,0,0,38,0,0,108.06,90.36,19,0,0,0,0,0,0
43,0,0,38,0,0,107.8,90.2,18.9,0,0,0,0,0,0
43,0,0,38,0,0,104.61,90.05,19,0,0,0,0,0,0
43,0,0,38,0,0,106.02,90.14,19,0,0,0,0,0,0
43,0,0,38,0,0,103.41,90.12,19,0,0,0,0,0,0
43,0,0,38.15,0,0,107.36,90.37,19,0,0,0,0,0,0
43,0,0,41,0,0,107.11,90.1,19,0,0,0,0,0,0
43,0,0,38.87,0,0,115.56,90.29,18.81,0,0,0,0,0,0
43,0,0,38,0,0,113.14,90.57,19,0,0,0,0,0,0
43,0,0,38,0,0,112.47,90.58,19,0,0,0,0,0,0
43,0,0,38,0,0,105.2,90.75,19,0,0,0,0,0,0
43,0,0,38,0,0,101.41,90.8,19,0,0,0,0,0,0
43,0,0,38,0,0,104.35,90.55,19,0,0,0,0,0,0
43,0,0,38,0,0,103.94,90.67,19,0,0,0,0,0,0
43,0,0,38,0,0,105.43,90.63,19,0,0,0,0,0,0
43,0,0,38,0,0,105.53,90.52,19,0,0,0,0,0,0
43,0,0,38,0,0,102.38,90.7,19,0,0,0,0,0,0
43,0,0,38,0,0,102.28,90.56,18.9,0,0,0,0,0,0
43,0,0,38,0,0,101.57,90.9,18.9,0,0,0,0,0,0
43,0,0,38,0,0,104.24,90.69,19,0,0,0,0,0,0
43,0,0,38,0,0,106.55,90.58,18.9,0,0,0,0,0,0
43,0,0,39.79,0,0,110.8,90.55,18.9,0,0,0,0,0,0
43,0,0,40.82,0,0,100.93,90.52,19.86,0,0,0,0,0,0
43,0,0,40.63,0,0,100.54,90.68,19,0,0,0,0,0,0
43,0,0,38.87,0,0,101.93,90.51,18.9,0,0,0,0,0,0
43,0,0,38.43,0,0,100.77,90.88,19,0,0,0,0,0,0
43,0,0,38.71,0,0,101.99,90.71,19,0,0,0,0,0,0
43,0,0,39.05,0,0,107.13,90.62,19,0,0,0,0,0,0
43,0,0,38.25,0,0,102.76,90.53,19,0,0,0,0,0,0
43,0,0,38.76,0,0,107.04,91.18,19.1,0,0,0,0,0,0
43,0,0,38.9,0,0,107.02,90.64,19,0,0,0,0,0,0
43,0,0,38.98,0,0,108.57,90.68,19,0,0,0,0,0,0
43,34.1,0,38.9,0,0,102.37,90.84,18.81,0,0,0,0,0,0
43,45,0,38.14,0,0,102.37,90.88,19,0,0,0,0,0,0
43,45,0,38,0,0,100.86,90.69,19,0,0,0,0,0,0
43,45,0,38.72,0,0,110.11,91.01,19,0,0,0,0,0,0
43,45,0,38.84,0,0,111.31,91,19,0,0,0,0,0,0
