Lamp__D3237E_Eight_Sec_Power_Consumption,Lamp_dev_D331DA_Eight_Sec_Power_Consumption,Monitor-TFT_dev_599185_Eight_Sec_Power_Consumption,PC-Desktop_dev_59ADA7_Eight_Sec_Power_Consumption,Refrigerator_dev_599393_Eight_Sec_Power_Consumption,TV-LCD_dev_D33097_Eight_Sec_Power_Consumption
45.00,181.00,0.00,100.83,0.00,111.40
45.00,181.00,0.00,99.64,0.00,110.30
45.00,181.00,0.00,100.14,0.00,109.96
45.00,181.00,0.00,100.10,0.00,107.76
45.00,181.11,0.00,100.31,0.00,109.45
45.00,181.10,0.00,100.67,0.68,111.15
45.00,181.00,0.00,100.88,0.00,109.19
45.00,181.00,0.00,101.11,138.68,111.00
45.00,181.10,0.00,100.64,139.35,110.90
45.00,182.04,0.00,100.19,130.75,111.67
45.00,182.10,0.00,99.59,127.40,111.57
45.00,181.64,0.00,99.95,126.00,111.29
45.00,181.60,0.00,99.35,126.00,111.18
45.00,182.52,0.00,100.46,68.55,111.64
45.00,182.91,0.00,100.60,0.00,112.37
45.00,183.00,0.00,100.88,0.00,110.38
45.00,183.00,0.00,99.35,0.00,110.45
45.00,183.00,0.00,100.12,0.00,109.52
45.00,183.00,0.00,99.59,0.00,110.76
45.00,183.00,0.00,99.81,0.00,112.19
45.00,183.00,0.00,99.49,0.00,113.00
45.00,183.00,0.00,100.16,0.00,112.70
45.00,183.00,0.00,99.68,0.00,112.45
45.00,183.00,0.00,100.43,0.00,111.48
45.00,182.90,0.00,99.83,0.00,110.80
45.00,181.80,0.00,100.25,0.00,111.29
45.00,181.40,0.00,99.69,0.00,110.15
45.00,181.19,0.00,100.26,0.00,111.14
45.00,182.80,0.00,100.08,0.00,112.05
45.00,183.00,0.00,99.42,0.00,112.48
45.00,183.00,0.00,100.22,0.00,110.64
45.00,183.00,0.00,100.24,65.05,108.79
45.00,183.00,0.00,99.98,147.05,110.00
45.00,183.00,0.00,99.83,136.54,110.86
45.00,183.00,0.00,100.41,130.21,109.43
45.00,181.73,2.90,100.44,127.08,111.10
45.00,181.55,42.66,100.99,126.24,111.61
45.00,181.11,43.00,100.20,125.68,109.20
45.00,181.00,42.20,100.71,33.57,111.74
45.00,181.00,41.26,100.22,0.00,111.60
45.00,181.00,40.60,101.44,1.66,111.10
45.00,181.10,5.34,100.12,0.00,111.50
45.00,182.70,0.00,99.86,0.00,112.45
45.00,183.00,33.00,105.81,0.00,111.38
45.00,182.73,41.41,110.79,0.00,112.36
45.00,181.00,41.21,104.07,0.00,112.05
45.00,181.00,41.00,105.50,0.59,111.20
45.00,182.24,41.00,100.72,5.50,111.10
45.00,183.00,41.00,107.17,0.00,111.87
45.00,183.00,41.00,107.20,87.24,111.11
45.00,183.00,41.00,106.57,140.06,111.00
45.00,183.00,41.00,112.22,130.22,112.24
45.00,183.00,41.00,101.73,125.62,111.00
45.00,183.00,41.00,100.78,124.42,111.50
45.00,183.00,41.00,100.62,124.22,107.75
45.00,183.00,41.00,100.55,68.07,111.70
45.00,183.00,41.00,100.58,0.00,111.20
45.00,182.60,41.00,100.39,0.00,111.76
45.00,181.80,41.00,102.81,0.92,111.76
45.00,181.42,41.00,111.46,0.00,112.13
45.00,181.27,41.00,102.66,0.00,110.71
45.67,182.81,41.00,103.30,0.00,110.30
46.45,182.90,41.00,100.46,0.00,110.81
45.18,182.24,41.00,100.31,0.00,110.24
45.00,182.60,41.00,100.50,0.00,111.48
45.00,183.00,41.00,100.29,0.00,112.13
45.00,183.00,41.00,100.07,0.00,112.43
45.00,183.00,41.00,100.69,0.00,111.86
45.00,183.00,41.00,99.69,0.00,111.09
45.00,183.00,41.00,99.61,116.06,112.33
45.00,183.00,41.00,99.86,139.95,112.80
45.00,183.00,41.00,98.94,131.57,113.00
45.00,183.00,41.00,99.82,126.46,113.00
45.00,183.00,40.81,103.99,125.28,113.19
45.00,183.00,41.00,104.60,124.70,112.80
45.00,183.29,41.00,105.88,49.75,111.80
45.00,184.50,41.00,107.22,0.00,110.86
45.00,184.14,41.00,102.09,0.00,108.73
45.00,183.45,41.00,102.30,0.00,113.00
45.00,185.43,41.00,101.94,0.00,112.91
45.00,185.10,41.00,103.01,0.00,113.00
45.00,183.75,39.60,102.29,0.00,112.40
45.00,185.14,4.92,101.70,0.00,112.73
45.00,185.70,0.00,101.15,0.00,112.71
45.00,185.59,0.00,100.78,0.00,109.20
45.00,186.00,0.00,102.65,0.00,110.70
45.00,186.00,27.79,104.27,0.00,112.14
45.00,186.00,41.00,101.35,0.00,111.45
45.00,186.00,41.00,101.55,0.00,109.62
45.00,186.00,41.00,100.51,0.00,111.39
45.00,186.00,41.00,100.85,0.00,111.00
45.00,180.59,31.73,101.00,0.00,110.32
45.00,182.00,0.00,100.72,61.60,110.71
44.82,182.00,0.00,101.50,146.02,112.52
45.00,181.00,0.00,100.81,135.48,110.91
45.00,181.00,0.00,100.95,129.37,110.87
45.00,181.00,0.00,100.43,126.88,112.24
45.00,181.00,0.00,100.78,126.00,110.23
45.00,181.00,0.00,100.35,126.00,99.90
45.00,181.00,0.00,101.27,20.85,111.70
45.00,181.00,0.00,100.76,0.00,111.00
45.00,181.00,0.00,100.13,0.00,111.24
45.00,181.00,0.00,100.61,0.00,111.60
45.00,181.00,0.00,100.64,0.00,109.82
45.00,181.00,0.00,101.63,0.00,109.55
45.00,181.00,0.00,101.26,0.00,111.29
45.00,181.00,0.00,100.23,0.00,110.05
45.00,181.00,0.00,99.88,0.00,111.20
45.00,181.00,0.00,100.31,0.00,111.00
45.00,181.00,0.00,101.58,0.00,111.00
45.00,181.00,0.00,101.90,0.00,111.00
45.00,181.90,11.08,103.60,0.00,111.40
45.00,181.00,31.37,71.22,0.00,111.80
45.00,181.19,0.00,2.00,0.00,111.45
45.00,181.00,0.00,2.00,0.00,109.05
45.00,181.40,0.00,2.00,0.00,111.40
45.00,181.40,0.00,2.00,0.00,110.40
45.00,181.00,0.00,2.00,0.00,112.14
45.00,181.67,0.00,2.00,143.92,111.67
45.00,181.70,0.00,2.00,141.24,111.52
45.00,183.00,0.00,2.00,132.05,111.09
45.00,183.00,0.00,2.00,128.41,111.18
45.00,183.00,0.00,2.00,125.83,111.00
33.55,183.00,0.00,2.00,124.24,111.11
0.00,183.23,0.00,2.00,109.25,110.88
0.00,183.13,0.00,2.00,0.00,111.00
0.00,183.86,0.00,2.00,0.00,111.00
0.00,184.14,0.00,2.00,0.00,111.19
0.00,186.00,0.00,2.00,0.00,111.00
0.00,186.00,0.00,2.00,0.00,111.10
0.00,186.00,0.00,2.00,0.00,111.09
0.00,186.00,0.00,2.00,0.00,111.00
0.00,186.00,0.00,2.00,0.00,111.10
0.00,186.00,0.00,2.00,0.00,111.19
0.00,186.00,0.00,2.00,0.00,111.17
0.00,186.00,0.00,2.00,0.00,111.29
0.00,186.00,0.00,2.00,0.00,111.00
0.00,185.55,0.00,2.00,0.00,111.20
0.00,185.70,0.00,2.00,0.00,111.20
0.00,186.00,0.00,2.00,0.00,111.00
0.00,186.00,0.00,2.00,0.00,111.00
0.00,184.71,0.00,2.00,0.00,111.00
0.00,185.85,0.00,2.00,0.00,111.00
0.00,184.50,0.00,2.00,0.00,111.00
0.00,185.29,0.00,2.00,0.00,111.19
0.00,185.25,0.00,2.00,99.35,111.10
0.00,184.20,0.00,2.00,146.10,111.00
0.00,186.00,0.00,2.00,135.66,110.90
0.00,186.00,0.00,2.00,129.88,110.81
0.00,186.00,0.00,2.00,128.00,111.27
0.00,186.00,0.00,2.00,126.25,111.00
0.00,185.25,0.00,2.00,126.02,112.09
